Product Name,Price
Apple MacBook Air 13 inch M3 Chip (2024) Liquid Retina Display 16GB RAM 256GB SSD Starlight#MC8J4LL/A,145000
Apple MacBook Air 13 inch M3 Chip (2024) Liquid Retina Display 16GB RAM 256GB SSD Silver#MC8H4LL/A,145000
"ASUS VivoBook 16X K3605ZF-MX041W Core i5 12th Gen 16"" OLED Laptop",148000
"ASUS Vivobook S 16X OLED M5602RA Ryzen 7 6800H 16"" OLED Laptop",149000
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Space Gray #MQKQ3LL/A,149500
"Gigabyte G5 KF5 Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 144Hz Gaming Laptop",150000
"Asus Zenbook 14 OLED UM3406HA Ryzen 7 8840HS 14"" 3K OLED Laptop",150000
"Asus Vivobook S 16 OLED S5606MA Core Ultra 5 16"" 3.2K OLED Laptop",150000
"Lenovo Yoga Slim 7 14IMH9 Core Ultra 5 14"" OLED Laptop",150000
Apple MacBook Air (2022) M2 Chip 13 Inch Liquid Retina Display 8GB RAM 512GB SSD Space Gray #MLXX3LL/A / MLXX3ZP/A,151000
"ASUS TUF Gaming A16 FA617NSR Advantage Edition Ryzen 7 7435HS RX 7600S 8GB Graphics 16"" WUXGA Gaming Laptop",151000
"Microsoft Surface Pro 9 SQ3 WIFI+5G 8GB RAM 256GB SSD 13"" Multi-Touch Laptop for Business (RU8-00001)",152500
"MSI Cyborg 15 AI A1VEK Intel Core Ultra 7 RTX 4050 6GB GDDR6 15.6"" FHD Gaming Laptop",152900
"Asus Vivobook Pro 16X OLED M7600QE Ryzen 7 5800H RTX 3050Ti 4GB Graphics 16"" 4K Gaming Laptop",153900
"ASUS Zenbook 14 Flip OLED UP3404VA-KN109WS Core i5 13th Gen 14"" OLED 2.8K Touch Laptop",154000
"Asus TUF Gaming A15 FA507NUR Ryzen 7 7435HS RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop",154000
"Microsoft Surface Pro 9 Core i5 12th Gen 16GB RAM 256GB SSD 13"" Multi-Touch Laptop (QIA-00001)",154900
Lenovo ThinkPad P14s Gen 2 Core i5 Business Laptop,155000
Apple MacBook Air 15 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 256GB SSD Midnight #MRYU3LL/A,155000
Apple MacBook Air 15 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 256GB SSD Silver #MRYP3LL/A,155000
Apple MacBook Air 15 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 256GB SSD Starlight #MRYR3LL/A,155000
Apple MacBook Air 15 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MRYM3LL/A,155000
Asus Vivobook S 16 OLED M5606UA-MX051WS Ryzen 7 8845HS 3.2K Laptop,155000
"Lenovo Yoga 7 2-in-1 14IML9 Core Ultra 5 14"" OLED Touch Laptop",155000
"Asus TUF Dash F15 FX517ZE Core i5 12th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD WV Gaming Laptop",159000
"Asus VivoBook 16X OLED K3605VC Core i5 13th Gen RTX 3050 4GB Graphics 16"" Gaming Laptop",159000
"Asus Zenbook 14 OLED UX3405MA Core Ultra 7 512GB SSD 14"" FHD Laptop",160000
"ASUS ExpertBook B5 B5402FEA Core i7 11th Gen 14"" Touch Laptop",160000
"ASUS ExpertBook B5 B5402FEA-HU0057 Core i7 11th Gen 14"" Touch Laptop",160000
Apple MacBook Air 13 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 512GB SSD Starlight #MRXU3LL/A,160000
"Lenovo LOQ 15IRX9 Core i7 13th Gen RTX 3050 6GB Graphics 15.6"" FHD AI Powered Gaming Laptop",160000
MSI Prestige 13 AI Evo A1MG Core Ultra 5 125H 13.3” 2.8K OLED Display Laptop,161900
"ASUS TUF Gaming A15 FA507RM Ryzen 7 6800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",162900
"Asus TUF Gaming A15 FA507NVR Ryzen 7 7435HS RTX 4060 8GB Graphics 15.6"" FHD Gaming Laptop",164900
"Lenovo LOQ 15AHP9 Ryzen 7 8845HS AI Integrated RTX 4050 6GB Graphics 15.6"" Gaming Laptop",165000
"HP Victus Gaming 15-fa1252TX Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop",168500
Apple MacBook Air 13 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 512GB SSD Midnight #MRXW3LL/A,170000
"Lenovo Yoga 7 2-in-1 14IML9 Core Ultra 7 14"" OLED Touch Laptop",170000
"Lenovo LOQ 15IRX9 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD AI Powered Gaming Laptop",170000
"Lenovo IdeaPad Pro 5 16AHP9 Ryzen 7 8845HS 512GB SSD AI Integrated RTX 3050 6GB Graphics 16"" OLED Laptop",170000
"Lenovo LOQ 15AHP9 Ryzen 7 7435HS AI Integrated RTX 4060 8GB Graphics 15.6"" FHD Gaming Laptop",170000
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Starlight #MQKV3LL/A,173000
"ASUS Vivobook S 15 OLED S5507QA Snapdragon X Elite  15.6"" Copilot+ PC Laptop",174000
ASUS Vivobook S 16 OLED M5606WA Ryzen AI 9 HX 370 3.2K OLED Copilot+PC Laptop,174000
"Lenovo Yoga Pro 7 14IRH8 Core i7 13th Gen 14.5"" 2.5K Military Grade Laptop",175000
"Lenovo Legion Slim 5 16IRH8 Core i5 13th Gen RTX 4050 6GB Graphics 16"" WQXGA 240Hz Gaming Laptop",175000
"Lenovo Yoga Pro 7 14AHP9 Ryzen 7 8845HS AI Integrated RTX 3050 6GB Graphics 14.5"" Gaming Laptop",175000
"Lenovo IdeaPad Pro 5 14AHP9 Ryzen 7 8845HS AI Integrated RTX 3050 6GB Graphics 14"" 2.8K OLED Laptop",175000
"Acer Predator Helios Neo 16 PH16-72-77GZ Core i7 14th Gen RTX 4050 6GB GDDR6 Graphics 16"" Gaming Laptop",175900
"Lenovo LOQ 15IRH8 Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 144Hz Gaming Laptop",178000
Apple MacBook Air 13 inch M3 Chip (2024) Liquid Retina Display 16GB RAM 512GB SSD Midnight,179500
Apple MacBook Air 13 inch M3 Chip (2024) Liquid Retina Display 16GB RAM 512GB SSD Space Grey #MXCR3,179500
"ASUS TUF Gaming F15 FX507VV Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" Gaming Laptop",182900
Apple MacBook Air 15 inch M3 Chip (2024) Liquid Retina Display 8GB RAM 512GB SSD Starlight #MRYT3LL/A,184500
"MSI Cyborg 15 AI A1VFK Core Ultra 7 RTX 4060 8GB GDDR6 Graphics 15.6"" FHD Gaming Laptop",185900
"Asus ZenBook S 13 OLED UX5304MA Core Ultra 7 13.3"" 3K Laptop",186000
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3060 6GB Graphics 16"" 2.5K 165Hz Gaming Laptop",188000
"Asus TUF Gaming A15 FA507UV Ryzen 9 8945H RTX 4060 8GB Graphics 15.6"" FHD Gaming Laptop",188900
"Lenovo LOQ 15IRX9 Core i7 14th Gen RTX 4060 8GB Graphics 15.6"" FHD AI Powered Gaming Laptop",190000
"Lenovo ThinkPad P14s Gen 4 Core i7 13th Gen 14"" WUXGA Laptop",193500
"Asus TUF Dash F15 FX517ZM Intel Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD WV Gaming Laptop",203000
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 512GB SSD 13"" 120Hz Touch Laptop Graphite (VQ1-00001)",215000
"Lenovo Legion Slim 5 16IRH8 Core i7 13th Gen RTX 4060 8GB Graphics 16"" WQXGA 165Hz Gaming Laptop",220000
"MSI Summit E16 AI Evo A1MTG Core Ultra 7 155H 16"" Touch Laptop",221900
"MSI Summit E13 AI Evo A1MTG Intel Core ultra 7 155H 32GB LPDDR5 13"" FHD+ Touchscreen Laptop",221900
"Lenovo Legion Slim 7 16IRH8 Core i7 13th Gen RTX 4060 8GB Graphics 16"" 3.2K 165Hz Gaming Laptop",224000
Apple MacBook Pro 14 inch M4 Chip Liquid Retina XDR Display 16GB RAM 512GB SSD Silver,224900
Apple MacBook Pro 14 inch M4 Chip Liquid Retina XDR Display 16GB RAM 512GB SSD Space Black,226500
"Lenovo Legion Pro 5 16IRX8 Core i7 13th Gen RTX 4060 8GB Graphics 16"" WQXGA 240Hz Gaming Laptop",228000
"ASUS Zenbook S 14 OLED UX5406SA Core Ultra 7 256V 14"" 3K OLED Copilot+ PC Laptop",228000
"HP EliteBook x360 830 G10 Core i7 13th Gen 13.3"" Touch Laptop",230000
"MSI Prestige 16 AI+ Evo B2VMG Core Ultra 9 288V 16"" UHD+ OLED Laptop",233900
"ASUS TUF Gaming A14 FA401WU Ryzen AI 9 HX 370 RTX 4050 6GB Graphics 14"" 2.5K Laptop",236000
Apple MacBook Pro 14 inch M3 Pro Chip Liquid Retina Display 18GB RAM 512GB SSD Silver #MRX63,238000
Apple MacBook Pro 14 inch M3 Pro Chip Liquid Retina XDR Display 18GB RAM 512GB SSD Space Black #MRX33LL/A,245000
"Lenovo Legion 5i Core i7 12th Gen RTX 3070 8GB Graphics 15.6"" 2.5K 165Hz Gaming Laptop",246000
"ASUS ProArt Studiobook 16 OLED H5600QM Ryzen 7 5800H RTX 3060 6GB Graphics 16"" OLED Laptop",254900
Apple MacBook Pro 14 inch M4 Chip Liquid Retina XDR Display 16GB RAM 1TB SSD Space Black,254900
Apple MacBook Pro 14 inch M4 Chip Liquid Retina XDR Display 16GB RAM 1TB SSD Silver,254900
"Acer Predator Helios 16 PH16-71-74MN Core i7 13th Gen RTX 4070 8GB GDDR6 16"" 240HZ Gaming Laptop",255000
"Lenovo Legion Pro 5 16IRX9 Core i7 14th Gen RTX 4060 8GB Graphics 16"" WQXGA 240Hz Gaming Laptop",255000
"Lenovo Legion 7 16IRX9 Core i7 14th Gen RTX 4060 8GB Graphics 16"" 3.2K 165Hz Gaming Laptop",255000
"Acer Predator Helios Neo 16 PHN16-72-93NG  Core i9 14th Gen RTX 4070 8GB GDDR6 Graphics 16"" Gaming Laptop",259900
"HP ZBook FireFly 16 G10 Core i7 13th Gen RTX A500 4GB Graphics 16"" Workstation Laptop",260000
"HP ZBook FireFly 14 G10 Core i7 13th Gen RTX A500 4GB Graphics 14"" Workstation Laptop",260000
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3070 8GB Graphics 16"" 2.5K 165Hz Gaming Laptop",263000
"ASUS TUF Gaming A16 FA608WV Ryzen AI 9 HX 370 RTX 4060 8GB Graphics 16"" 2.5K Laptop",266000
MSI Stealth A16 AI+ A3HVFG Ryzen AI 9 365 RTX 4060 8GB Graphics 16” QHD+ IPS Display Gaming Laptop,268900
"Lenovo Yoga 9 2-in-1 14IMH9 Core Ultra 7 AI Integrated 14"" OLED Touch Laptop",270000
Apple MacBook Pro 14 inch M4 Pro Chip Liquid Retina XDR Display 24GB RAM 512GB SSD Space Black,274500
Apple MacBook Pro 14 inch M4 Pro Chip Liquid Retina XDR Display 24GB RAM 512GB SSD Silver,274500
